comment_id,video_id,author,text,like_count,published_at,reply_count,is_reply,cleaned_text,sentiment_score,sentiment
UgztLHCtNQc7QesSER54AaABAg,j2qUj7a0ja8,@anuradhagupta376,"मुझे इंग्लिस समझ नहीं आती फिर भी मै सारी वीडियो दिखी हूँ,,,,, और जो भी वीडियो है सारी देख रखी हूँ ,,, dhurv bhai आपके बोलने का तरीका बहुत अच्छा लगता है,,,, ❤",37,2026-01-31T11:23:33Z,0,False,",,,,, ,,, dhurv bhai ,,,,",0.0,neutral
Ugz5D_C7cdCFb5o8rHB4AaABAg,j2qUj7a0ja8,@Shivamroy05k,Dhruv fans attendance here !,2871,2026-01-30T15:21:44Z,51,False,dhruv fans attendance here !,0.0,neutral
Ugz5D_C7cdCFb5o8rHB4AaABAg.ASbRyuSAlGLASbTzBzW-ua,j2qUj7a0ja8,@MMGAMINGPRO0909,"Yes, sir 🙋",10,2026-01-30T15:39:15Z,0,True,"yes, sir",0.4019,positive
Ugz5D_C7cdCFb5o8rHB4AaABAg.ASbRyuSAlGLASbZXsAhiyH,j2qUj7a0ja8,@ExpertFiroj,Attendance lagao bhai log,17,2026-01-30T16:27:49Z,0,True,attendance lagao bhai log,0.0,neutral
Ugz5D_C7cdCFb5o8rHB4AaABAg.ASbRyuSAlGLASbkVKe8Xjl,j2qUj7a0ja8,@realArRaihan,Yes sir,7,2026-01-30T18:12:20Z,0,True,yes sir,0.4019,positive
UgwepUtUegZh2WQmwo94AaABAg,j2qUj7a0ja8,@TipsGuru4,Real Indian Youth and Inspiration,18,2026-01-31T17:09:27Z,0,False,real indian youth and inspiration,0.5267,positive
Ugyw_4V1BZhtHhbbs-l4AaABAg,j2qUj7a0ja8,@Anupam-q9z,looks like mark zookerberg,53,2026-01-31T06:35:41Z,0,False,looks like mark zookerberg,0.3612,positive
Ugz32zKVyY-uxwWPWyR4AaABAg,j2qUj7a0ja8,@Praveen__Gupta,Big Fain From Nepal 🇳🇵,42,2026-01-31T13:48:24Z,0,False,big fain from nepal,0.0,neutral
UgzQhkguFLLL8JNIM2V4AaABAg,j2qUj7a0ja8,@Pankaikhangham,Jobhi video dekho kbhi bored hone hi nhi deta hai bhai 😢,129,2026-01-30T20:07:33Z,0,False,jobhi video dekho kbhi bored hone hi nhi deta hai bhai,-0.2732,negative
Ugyz4bjgc55zH9Vi_IB4AaABAg,j2qUj7a0ja8,@shalinilife_style,It's not a big deal guys to speak english hamare indian english bolte h ye to fir bhi foreigner h btw his voice is awesome 😊,10,2026-01-31T21:01:14Z,0,False,its not a big deal guys to speak english hamare indian english bolte h ye to fir bhi foreigner h btw his voice is awesome,0.6249,positive
Ugx7Vi2JcLt7nw11LLJ4AaABAg,j2qUj7a0ja8,@Anandpriy-b9f,Dhruv fans attendance ❤,124,2026-01-30T15:50:57Z,0,False,dhruv fans attendance,0.0,neutral
UgxvFuP9nZganDCnOHp4AaABAg,j2qUj7a0ja8,@NavitaChoudhary-y1t,"0:07 😂
0:10 नमस्कार दोस्तों is Also permanent 😂❤",6,2026-02-03T09:02:57Z,0,False,is also permanent,0.0,neutral
UgyfhVOb3ypFqP_LkBd4AaABAg,j2qUj7a0ja8,@TheRohitVermaShowClips,Bro ❤ unexpected introduction 😄,53,2026-01-31T08:33:15Z,0,False,bro unexpected introduction,0.0,neutral
UgyXQSy4T87lwL2QGhR4AaABAg,j2qUj7a0ja8,@ShyamSravi,more than Rs 22cr in 4 month 🤯🤯,95,2026-01-30T18:26:04Z,0,False,more than rs cr in month,0.0,neutral
UgxOlSKiKSdxp_pPOd94AaABAg,j2qUj7a0ja8,@irfanwani0034,Everything is temporary but Dhruva rathee t shirt is parmenent in every of his vedio 😂😂,0,2026-02-12T10:25:35Z,0,False,everything is temporary but dhruva rathee t shirt is parmenent in every of his vedio,0.0,neutral
Ugzbp0RL15IHlPXSLxR4AaABAg,j2qUj7a0ja8,@movies44Vk,Dhruv rathi Fans hajiri lagao😅😅,239,2026-01-31T02:19:58Z,2,False,dhruv rathi fans hajiri lagao,0.0,neutral
Ugzbp0RL15IHlPXSLxR4AaABAg.ASccItH4nTlASlU92PyCWN,j2qUj7a0ja8,@AkashVlogs171,We are already here 😅,0,2026-02-03T12:53:08Z,0,True,we are already here,0.0,neutral
Ugzxh5deL571hjSrAb54AaABAg,j2qUj7a0ja8,@godfreypinto8448,"Dhruv,  this is the first time I heard you speak in English. Yes I am interested and going to join soon...",6,2026-02-01T08:54:26Z,0,False,"dhruv, this is the first time i heard you speak in english. yes i am interested and going to join soon...",0.765,positive
UgwNl5TswBGLF1zMkBB4AaABAg,j2qUj7a0ja8,@user-vc7kn6lv8b,Ai Fiesta day by day 📈📈📈📈📈,981,2026-01-30T19:12:15Z,21,False,ai fiesta day by day,0.4767,positive
UgwNl5TswBGLF1zMkBB4AaABAg.ASbrMEQYnyKASd5h9Cup1Z,j2qUj7a0ja8,@Jebesniper,tu chomu he agar isko tu AI manta he 😂😂😂😂,48,2026-01-31T06:45:33Z,0,True,tu chomu he agar isko tu ai manta he,0.0,neutral
UgwNl5TswBGLF1zMkBB4AaABAg.ASbrMEQYnyKASdL6t-e6TV,j2qUj7a0ja8,@PW-URANIUM-OFFICIAL,​@Jebesniper manna kya h nam me hi ai hai 😂,4,2026-01-31T09:00:17Z,0,True,manna kya h nam me hi ai hai,0.0,neutral
UgygJ05HoLN0P35UXpZ4AaABAg,j2qUj7a0ja8,@RamanSingh-po4sx,Dhruv rahti respect ❤❤❤❤ love you bro ❤❤,7,2026-01-31T11:43:12Z,0,False,dhruv rahti respect love you bro,0.8074,positive
UgyLRYzz0F03fEFTNeR4AaABAg,j2qUj7a0ja8,@Surjo_Personal,"A thing I want to point out, please use the term ""Affordable"" instead of ""Cheap""

The Tata Nano failed because of this mistake",77,2026-01-31T07:47:35Z,3,False,"a thing i want to point out, please use the term affordable instead of cheap the tata nano failed because of this mistake",-0.5346,negative
UgyLRYzz0F03fEFTNeR4AaABAg.ASdCnSHsBDBASdbsfZB8vP,j2qUj7a0ja8,@Jasim_R09,"When it's come to business, euphemism doesn't matter bro...",2,2026-01-31T11:35:29Z,0,True,"when its come to business, euphemism doesnt matter bro...",-0.0191,neutral
UgyLRYzz0F03fEFTNeR4AaABAg.ASdCnSHsBDBASktGKbPiEi,j2qUj7a0ja8,@AlphaRJ6,nano failed bcx of consumers😂,0,2026-02-03T07:22:05Z,0,True,nano failed bcx of consumers,-0.5106,negative
UgyLRYzz0F03fEFTNeR4AaABAg.ASdCnSHsBDBAT0s9urLUxs,j2qUj7a0ja8,@Nicechap-x7p,Nano failed because it was a shitty product,0,2026-02-09T21:39:34Z,0,True,nano failed because it was a shitty product,-0.7845,negative
UgyhygrQGJtWi5Fkfjx4AaABAg,j2qUj7a0ja8,@mahlawat12,Probably one of the few people from India who has decent frontal lobe. Good work.,6,2026-02-01T03:00:31Z,0,False,probably one of the few people from india who has decent frontal lobe. good work.,0.4404,positive
UgxFy5zFaL1anT-gXC94AaABAg,j2qUj7a0ja8,@premkumarafficial,I proud of you 💪 becouse u r indian people,45,2026-01-31T02:12:39Z,0,False,i proud of you becouse u r indian people,0.4767,positive
UgwA5-RDQsmEdr4io-d4AaABAg,j2qUj7a0ja8,@Suraj123-India,"*Dhruv Rathee is on a Mission to Intitute young Generation*
❤❤❤❤❤❤❤",6,2026-01-31T20:56:05Z,0,False,dhruv rathee is on a mission to intitute young generation,0.0,neutral
UgxM2yBmYA2JDKdy5Td4AaABAg,j2qUj7a0ja8,@study_motivation12930,greatest youtuber in indian history  dhruv rathi thanks bro,318,2026-01-31T06:25:34Z,4,False,greatest youtuber in indian history dhruv rathi thanks bro,0.7964,positive
UgxM2yBmYA2JDKdy5Td4AaABAg.ASd3PhwasR3ASh06xwNJsb,j2qUj7a0ja8,@SupamChang,No doubt... He is popular in Northeast India too,15,2026-02-01T19:13:45Z,0,True,no doubt... he is popular in northeast india too,0.6007,positive
UgxM2yBmYA2JDKdy5Td4AaABAg.ASd3PhwasR3ASiKQg_brMK,j2qUj7a0ja8,@IMLUFFYYI,​@SupamChangtrue... I never missed his videos.,3,2026-02-02T07:30:27Z,0,True,i never missed his videos.,0.2235,positive
UgxM2yBmYA2JDKdy5Td4AaABAg.ASd3PhwasR3AT0HZLzD3uG,j2qUj7a0ja8,@BEYONDERgaming0009,Abhe bklAndi k 😂,0,2026-02-09T16:10:59Z,0,True,abhe bklandi k,0.0,neutral
Ugwz4qt8rqmSLtf74ut4AaABAg,j2qUj7a0ja8,@NirajK2725,Dhruv sir students ke liye AI Fiesta me free model add kar dijiye ❤❤❤❤,4,2026-02-02T07:47:15Z,0,False,dhruv sir students ke liye ai fiesta me free model add kar dijiye,0.7506,positive
Ugy_4IgMlwKEuzpOdMp4AaABAg,j2qUj7a0ja8,@SudhirKumar-if5li,Atleast he is not using teleprompter 😂,93,2026-01-31T01:18:08Z,4,False,atleast he is not using teleprompter,0.0,neutral
Ugy_4IgMlwKEuzpOdMp4AaABAg.AScWDzg528uASm4OKE9eAB,j2qUj7a0ja8,@basicallyhumanoid,"So according to even putin, xi jin ping, kim jomg un, prime minister of japan are nothing in front of dhurv rathee?- they too use telepromoter right?.. and english is just a mere language... did aryabhata, bhaskaracharya, al baruni and buddha knew english?",1,2026-02-03T18:27:17Z,0,True,"so according to even putin, xi jin ping, kim jomg un, prime minister of japan are nothing in front of dhurv rathee? they too use telepromoter right?.. and english is just a mere language... did aryabhata, bhaskaracharya, al baruni and buddha knew english?",0.0,neutral
Ugy_4IgMlwKEuzpOdMp4AaABAg.AScWDzg528uASo679Mr23u,j2qUj7a0ja8,@SubjugatingMonarch,look at his hand a paper script,2,2026-02-04T13:20:53Z,0,True,look at his hand a paper script,0.4939,positive
Ugx0nyPi-axXqAPSc8J4AaABAg,j2qUj7a0ja8,@kimjong_un79,Dhruv rathee bhai ka english me speech sunkar lag raha hai ki hm bhi english samjh sakte hai😅,2,2026-02-01T16:24:37Z,0,False,dhruv rathee bhai ka english me speech sunkar lag raha hai ki hm bhi english samjh sakte hai,-0.34,negative
UgwYmW208LzhJrhxQZN4AaABAg,j2qUj7a0ja8,@VashuKumarMaurya,"Dhruv bhaiya Aura 💀😈
$2.5 million revenue in 4 month",507,2026-01-30T18:56:40Z,16,False,dhruv bhaiya aura . million revenue in month,0.0,neutral
UgwYmW208LzhJrhxQZN4AaABAg.ASbp_6JiEI3ASceBX7cyc_,j2qUj7a0ja8,@quotesver,Revenue and margin alag chiz h bhai,29,2026-01-31T02:36:26Z,0,True,revenue and margin alag chiz h bhai,0.0,neutral
UgwYmW208LzhJrhxQZN4AaABAg.ASbp_6JiEI3ASd-UhfHnLY,j2qUj7a0ja8,@RealRock9460,​@comment_padne_aayehoHis net worth 95 crores. Per month YouTube income 5.6 crores,0,2026-01-31T05:51:17Z,0,True,net worth crores. per month youtube income . crores,0.2263,positive
UgwYmW208LzhJrhxQZN4AaABAg.ASbp_6JiEI3ASdFzV4CB6d,j2qUj7a0ja8,@logicx9384,Net income and Gross income do alag Cheez h brother.,5,2026-01-31T08:15:27Z,0,True,net income and gross income do alag cheez h brother.,-0.4767,negative
UgwYmW208LzhJrhxQZN4AaABAg.ASbp_6JiEI3ASdJT3nTTJH,j2qUj7a0ja8,@farhanmomin862,And he is partner not whole company is his.,0,2026-01-31T08:45:50Z,0,True,and he is partner not whole company is his.,0.0,neutral
UgzAeVM1Fkz28eo_gdV4AaABAg,j2qUj7a0ja8,@birbhadrabarman-j2v,Because Ai Fiesta is internetion app,6,2026-02-01T02:51:10Z,0,False,because ai fiesta is internetion app,0.4767,positive
UgxU5rWHNSzcYdeIARJ4AaABAg,j2qUj7a0ja8,@sumittivari815,Dhruv rathee sir be like: I can be anywhere....but my t-shirt will be traditional 😅😅... but great sir 👍 😊,357,2026-01-31T03:13:29Z,5,False,dhruv rathee sir be like i can be anywhere....but my tshirt will be traditional ... but great sir,0.8126,positive
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASjKASAVLMT,j2qUj7a0ja8,@thenextbanker8971,He is inspired from mark Zuckerberg 😂,2,2026-02-02T16:47:28Z,0,True,he is inspired from mark zuckerberg,0.4939,positive
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASjv1xv9Taw,j2qUj7a0ja8,@QuantumNinja1.9v,​@thenextbanker8971  Mark took the inspiration from Steve Jobs,1,2026-02-02T22:18:22Z,0,True,mark took the inspiration from steve jobs,0.5267,positive
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASkN36jqEw7,j2qUj7a0ja8,@sumittivari815,​@thenextbanker8971😂😂 right !!!!!!!!!!!!,1,2026-02-03T02:31:55Z,0,True,right !!!!!!!!!!!!,0.0,neutral
UgxU5rWHNSzcYdeIARJ4AaABAg.ASciQqzVkLJASkN5hC7RlQ,j2qUj7a0ja8,@sumittivari815,​@QuantumNinja1.9v who was last ? 😂😂,0,2026-02-03T02:32:17Z,0,True,who was last ?,0.0,neutral
